input1,input2,output1
0.06,0.48000000000000015,0.005957668328505348
0.06,0.5000000000000001,0.009917708272278248
0.06,0.5200000000000001,0.01793798913282544
0.06,0.5400000000000001,0.0351191905607721
0.06,0.5600000000000002,0.07318177155748126
0.06,0.5800000000000002,0.15581366226615756
0.06,0.6000000000000002,0.3136456458047615
0.06,0.6200000000000002,0.5393538872308496
0.06,0.6400000000000002,0.7513299912589185
0.06,0.6600000000000003,0.8841714056159302
0.06,0.6800000000000003,0.9484381715619784
0.06,0.7000000000000003,0.9764039356248182
0.06,0.7200000000000003,0.9884541264141675
0.06,0.7400000000000003,0.993848505829899
0.06,0.7600000000000003,0.9964099787663322
0.06,0.7800000000000004,0.9977079232151466
0.06,0.8000000000000004,0.9984078714051401
0.06,0.8200000000000004,0.9988061136079729
0.06,0.8400000000000004,0.9990418634165061
0.06,0.8600000000000004,0.9991840819126532
0.06,0.8800000000000004,0.9992685628577487
0.06,0.9000000000000005,0.9993145287355708
0.06,0.9200000000000005,0.9993323971471081
0.06,0.9400000000000005,0.9993275484639015
0.06,0.9600000000000005,0.9993021783802644
0.06,0.9800000000000005,0.9992561649173134
0.08,0,0.0006407841502318026
0.08,0.02,0.000642144719942904
0.08,0.04,0.000643954948314945
0.08,0.06,0.0006463497345520603
0.08,0.08,0.0006495040981809826
0.08,0.1,0.0006536457366296144
0.08,0.12000000000000001,0.000659072004035739
0.08,0.14,0.0006661731754321191
0.08,0.16,0.0006754648212725535
0.08,0.18,0.000687633667040468
0.08,0.19999999999999998,0.0007036038657897144
0.08,0.21999999999999997,0.0007246349112691355
0.08,0.23999999999999996,0.0007524698320693624
0.08,0.25999999999999995,0.0007895654113770717
0.08,0.27999999999999997,0.0008394599790306799
0.08,0.3,0.0009073788465501152
0.08,0.32,0.0010012634355011675
0.08,0.34,0.0011335819707259818
0.08,0.36000000000000004,0.0013246357592641847
0.08,0.38000000000000006,0.0016088422845721875
0.08,0.4000000000000001,0.0020471962188867297
0.08,0.4200000000000001,0.0027531222613785015
0.08,0.4400000000000001,0.0039486587186369935
0.08,0.46000000000000013,0.0060922389662697455
0.08,0.48000000000000015,0.01018121899043535
0.08,0.5000000000000001,0.01848664659480743
0.08,0.5200000000000001,0.03631918373005505
0.08,0.5400000000000001,0.07584835082600802
0.08,0.5600000000000002,0.1613978739789658
0.08,0.5800000000000002,0.32320868173820216
0.08,0.6000000000000002,0.5505323637501741
0.08,0.6200000000000002,0.7596005770521405
0.08,0.6400000000000002,0.8885199973712143
0.08,0.6600000000000003,0.9503808142427138
0.08,0.6800000000000003,0.9772388638205607
0.08,0.7000000000000003,0.9888223350126376
0.08,0.7200000000000003,0.9940201404035875
0.08,0.7400000000000003,0.9964955329803811
0.08,0.7600000000000003,0.9977536117592495
0.08,0.7800000000000004,0.998433909842227
0.08,0.8000000000000004,0.998821833138816
0.08,0.8200000000000004,0.9990518177628133
0.08,0.8400000000000004,0.9991906151361591
0.08,0.8600000000000004,0.9992729406500406
0.08,0.8800000000000004,0.9993174612937019
0.08,0.9000000000000005,0.9993342920305178
0.08,0.9200000000000005,0.9993286375943724
0.08,0.9400000000000005,0.9993025831990441
0.08,0.9600000000000005,0.9992559291461789
0.08,0.9800000000000005,0.9991864724766626
0.1,0,0.0006422315134809834
0.1,0.02,0.0006440674546559618
0.1,0.04,0.000646495393814914
0.1,0.06,0.000649692547216098
0.1,0.08,0.0006538895035569398
0.1,0.1,0.0006593874531814742
0.1,0.12000000000000001,0.0006665818115891846
0.1,0.14,0.0006759951200619481
0.1,0.16,0.0006883236923809813
0.1,0.18,0.0007045050922978129
0.1,0.19999999999999998,0.0007258179363429476
0.1,0.21999999999999997,0.0007540331278741775
0.1,0.23999999999999996,0.0007916490999675861
0.1,0.25999999999999995,0.0008422681471978589
0.1,0.27999999999999997,0.0009112168268277645
0.1,0.3,0.001006602186566335
0.1,0.32,0.0011411732845966673
0.1,0.34,0.0013357264766503043
0.1,0.36000000000000004,0.0016255893370661176
0.1,0.38000000000000006,0.0020735067741418675
0.1,0.4000000000000001,0.002796434079620216
0.1,0.4200000000000001,0.004023891889977512
0.1,0.4400000000000001,0.006230961448806252
0.1,0.46000000000000013,0.010453675693620447
0.1,0.48000000000000015,0.019055475557008587
0.1,0.5000000000000001,0.03756546330204667
0.1,0.5200000000000001,0.0786159629095206
0.1,0.5400000000000001,0.1671605227962385
0.1,0.5600000000000002,0.33293897887744595
0.1,0.5800000000000002,0.5616641437795526
0.1,0.6000000000000002,0.7676729878925183
0.1,0.6200000000000002,0.8927152633441455
0.1,0.6400000000000002,0.9522471542598697
0.1,0.6600000000000003,0.9780410186527584
0.1,0.6800000000000003,0.9891768103796965
0.1,0.7000000000000003,0.9941858529779691
0.1,0.7200000000000003,0.9965783968446353
0.1,0.7400000000000003,0.9977980003073454
0.1,0.7600000000000003,0.9984592784715095
0.1,0.7800000000000004,0.9988371851061238
0.1,0.8000000000000004,0.9990615578845624
0.1,0.8200000000000004,0.999197016169342
0.1,0.8400000000000004,0.9992772322921709
0.1,0.8600000000000004,0.9993203346094087
0.1,0.8800000000000004,0.9993361438703476
0.1,0.9000000000000005,0.9993296935458832
0.1,0.9200000000000005,0.9993029607019328
0.1,0.9400000000000005,0.9992556691627834
0.1,0.9600000000000005,0.9991855529916897
0.1,0.9800000000000005,0.9990882407720427
0.12000000000000001,0,0.0006441813732519587
0.12000000000000001,0.02,0.000646642869400851
0.12000000000000001,0.04,0.0006498833363073321
0.12000000000000001,0.06,0.0006541362923463194
0.12000000000000001,0.08,0.0006597068166909357
0.12000000000000001,0.1,0.0006669955385291296
0.12000000000000001,0.12000000000000001,0.0006765320736692956
0.12000000000000001,0.14,0.0006890224739905831
0.12000000000000001,0.16,0.0007054179351346075
0.12000000000000001,0.18,0.0007270165309241328
0.12000000000000001,0.19999999999999998,0.000755617558594684
0.12000000000000001,0.21999999999999997,0.0007937619293187567
0.12000000000000001,0.23999999999999996,0.0008451172635296926
0.12000000000000001,0.25999999999999995,0.0009151136734132609
0.12000000000000001,0.27999999999999997,0.0010120278864792795
0.12000000000000001,0.3,0.0011488971766803685
0.12000000000000001,0.32,0.0013470269354581047
0.12000000000000001,0.34,0.0016426824739632778
0.12000000000000001,0.36000000000000004,0.0021004160806794717
0.12000000000000001,0.38000000000000006,0.0028408373470464356
0.12000000000000001,0.4000000000000001,0.0041012295880441
0.12000000000000001,0.4200000000000001,0.006373984110822411
0.12000000000000001,0.4400000000000001,0.010735420984982464
0.12000000000000001,0.46000000000000013,0.01964528335886563
0.12000000000000001,0.48000000000000015,0.03885986376147406
0.12000000000000001,0.5000000000000001,0.08148806138939674
0.12000000000000001,0.5200000000000001,0.17310458332389184
0.12000000000000001,0.5400000000000001,0.3428305890934473
0.12000000000000001,0.5600000000000002,0.5727375585217883
0.12000000000000001,0.5800000000000002,0.7755459692386082
0.12000000000000001,0.6000000000000002,0.8967612220730391
0.12000000000000001,0.6200000000000002,0.9540400556275078
0.12000000000000001,0.6400000000000002,0.9788117327845554
0.12000000000000001,0.6600000000000003,0.9895181059636408
0.12000000000000001,0.6800000000000003,0.9943458709507151
0.12000000000000001,0.7000000000000003,0.9966586667592708
0.12000000000000001,0.7200000000000003,0.9978411317963354
0.12000000000000001,0.7400000000000003,0.9984839975306634
0.12000000000000001,0.7600000000000003,0.998852179619249
0.12000000000000001,0.7800000000000004,0.9990710891251297
0.12000000000000001,0.8000000000000004,0.999203287990368
0.12000000000000001,0.8200000000000004,0.9992814395264185
0.12000000000000001,0.8400000000000004,0.9993231497464261
0.12000000000000001,0.8600000000000004,0.9993379533394074
0.12000000000000001,0.8800000000000004,0.9993307167546824
0.12000000000000001,0.9000000000000005,0.9993033111739719
0.12000000000000001,0.9200000000000005,0.9992553851486887
0.12000000000000001,0.9400000000000005,0.9991846103546123
0.12000000000000001,0.9600000000000005,0.9990865538197443
0.12000000000000001,0.9800000000000005,0.998954207627191
0.14,0,0.0006467921831250739
0.14,0.02,0.0006500764937805076
0.14,0.04,0.0006543861399614343
0.14,0.06,0.0006600301431023459
0.14,0.08,0.0006674144204864617
0.14,0.1,0.0006770757679192353
0.14,0.12000000000000001,0.0006897301278890961
0.14,0.14,0.0007063425533682868
0.14,0.16,0.0007282309168090887
0.14,0.18,0.0007572234397006086
0.14,0.19999999999999998,0.0007959043586406263
0.14,0.21999999999999997,0.0008480080144936985
0.14,0.23999999999999996,0.0009190704439881422
0.14,0.25999999999999995,0.001017542221171243
0.14,0.27999999999999997,0.0011567564378460056
0.14,0.3,0.0013585419523082368
0.14,0.32,0.001660130395285567
0.14,0.34,0.0021279406440466663
0.14,0.36000000000000004,0.0028863650482398298
0.14,0.38000000000000006,0.004180741330662678
0.14,0.4000000000000001,0.006521461144925595
0.14,0.4200000000000001,0.011026811578311028
0.14,0.4400000000000001,0.02025691056144706
0.14,0.46000000000000013,0.04020428700088984
0.14,0.48000000000000015,0.08446816824460389
0.14,0.5000000000000001,0.179232833213865
0.14,0.5200000000000001,0.3528769915263623
0.14,0.5400000000000001,0.5837411798531581
0.14,0.5600000000000002,0.7832187584867701
0.14,0.5800000000000002,0.9006619145480435
0.14,0.6000000000000002,0.9557622955988896
0.14,0.6200000000000002,0.979552286028288
0.14,0.6400000000000002,0.9898467520925058
0.14,0.6600000000000003,0.9945004123714465
0.14,0.6800000000000003,0.9967364353409466
0.14,0.7000000000000003,0.9978830475797109
0.14,0.7200000000000003,0.9985080865624592
0.14,0.7400000000000003,0.9988668264659517
0.14,0.7600000000000003,0.9990804166707735
0.14,0.7800000000000004,0.9992094334964627
0.14,0.8000000000000004,0.999285564051198
0.14,0.8200000000000004,0.9993259077435444
0.14,0.8400000000000004,0.9993397210956524
0.14,0.8600000000000004,0.999331707647759
0.14,0.8800000000000004,0.9993036348941486
0.14,0.9000000000000005,0.9992550772812748
0.14,0.9200000000000005,0.9991836446662181
0.14,0.9400000000000005,0.9990848426932235
0.14,0.9600000000000005,0.9989515922579933
0.14,0.9800000000000005,0.9987733484999698
0.16,0,0.0006502720483158762
0.16,0.02,0.0006546390838384485
0.16,0.04,0.0006603574815908065
0.16,0.06,0.000667838522565355
0.16,0.08,0.0006776262898423819
0.16,0.1,0.0006904467717987297
0.16,0.12000000000000001,0.0007072791085198965
0.16,0.14,0.0007294613194107932
0.16,0.16,0.0007588510921331465
0.16,0.18,0.0007980768556594122
0.16,0.19999999999999998,0.0008509411002310884
0.16,0.21999999999999997,0.000923088218944495
0.16,0.23999999999999996,0.0010231469157049099
0.16,0.25999999999999995,0.0011647539291237165
0.16,0.27999999999999997,0.0013702764751278268
0.16,0.3,0.001677942058318258
0.16,0.32,0.002156097498740995
0.16,0.34,0.002933051310299206
0.16,0.36000000000000004,0.004262499223827025
0.16,0.38000000000000006,0.006673552848426866
0.16,0.4000000000000001,0.011328218896684443
0.16,0.4200000000000001,0.020891232248874368
0.16,0.4400000000000001,0.04160070401909227
0.16,0.46000000000000013,0.08755986999582827
0.16,0.48000000000000015,0.18554782996816102
0.16,0.5000000000000001,0.36307109950318617
0.16,0.5200000000000001,0.5946638678814729
0.16,0.5400000000000001,0.790691062972993
0.16,0.5600000000000002,0.9044213908063442
0.16,0.5800000000000002,0.9574165651816546
0.16,0.6000000000000002,0.9802639071705221
0.16,0.6200000000000002,0.9901632569314714
0.16,0.6400000000000002,0.9946496863403774
0.16,0.6600000000000003,0.9968117915807135
0.16,0.6800000000000003,0.9979237874907356
0.16,0.7000000000000003,0.9985315644409374
0.16,0.7200000000000003,0.9988811351237566
0.16,0.7400000000000003,0.9990895455558153
0.16,0.7600000000000003,0.9992154555063985
0.16,0.7800000000000004,0.9992896075223122
0.16,0.8000000000000004,0.9993286096152715
0.16,0.8200000000000004,0.9993414477825483
0.16,0.8400000000000004,0.9993326666430536
0.16,0.8600000000000004,0.999303932135522
0.16,0.8800000000000004,0.9992547457338157
0.16,0.9000000000000005,0.9991826560242457
0.16,0.9200000000000005,0.9990831074253548
0.16,0.9400000000000005,0.9989489494855247
0.16,0.9600000000000005,0.9987695445701918
0.16,0.9800000000000005,0.9985293239037193
0.18,0,0.0006548951618926345
0.18,0.02,0.000660688881977539
0.18,0.04,0.0006682679107528945
0.18,0.06,0.0006781837276946072
0.18,0.08,0.0006911725251728969
0.18,0.1,0.0007082277646073516
0.18,0.12000000000000001,0.0007307079678279924
0.18,0.14,0.0007605008424168227
0.18,0.16,0.0008002798968038532
0.18,0.18,0.0008539172348774263
0.18,0.19999999999999998,0.000927168101956412
0.18,0.21999999999999997,0.0010288437353318546
0.18,0.23999999999999996,0.0011728925837419545
0.18,0.25999999999999995,0.0013822355872472498
0.18,0.27999999999999997,0.0016961266862298176
0.18,0.3,0.0021849042272048167
0.18,0.32,0.0029809314466187915
0.18,0.34,0.004346578066626276
0.18,0.36000000000000004,0.006830425880876183
0.18,0.38000000000000006,0.011640029695817207
0.18,0.4000000000000001,0.021549159369687494
0.18,0.4200000000000001,0.04305115657436597
0.18,0.4400000000000001,0.09076681321867167
0.18,0.46000000000000013,0.1920518870492943
0.18,0.48000000000000015,0.3734052714284449
0.18,0.5000000000000001,0.605494815927039
0.18,0.5200000000000001,0.797963036636782
0.18,0.5400000000000001,0.9080436976016056
0.18,0.5600000000000002,0.9590054698860692
0.18,0.5800000000000002,0.9809477757636058
0.18,0.6000000000000002,0.9904681074038381
0.18,0.6200000000000002,0.9947938933899074
0.18,0.6400000000000002,0.9968848209950805
0.18,0.6600000000000003,0.9979633899029545
0.18,0.6800000000000003,0.9985544493965299
0.18,0.7000000000000003,0.9988951147708726
0.18,0.7200000000000003,0.9990984806676305
0.18,0.7400000000000003,0.9992213567628945
0.18,0.7600000000000003,0.9992935715541656
0.18,0.7800000000000004,0.999331256352475
0.18,0.8000000000000004,0.9993431340294268
0.18,0.8200000000000004,0.9993335941496615
0.18,0.8400000000000004,0.9993042031653436
0.18,0.8600000000000004,0.9992543906755541
0.18,0.8800000000000004,0.9991816445234286
0.18,0.9000000000000005,0.9990813480465524
0.18,0.9200000000000005,0.9989462792757674
0.18,0.9400000000000005,0.9987657073036212
0.18,0.9600000000000005,0.9985239332574071
0.18,0.9800000000000005,0.9981980066642134
0.19999999999999998,0,0.0006610243947392472
0.19999999999999998,0.02,0.0006687026519324651
0.19999999999999998,0.04,0.0006787481709766481
0.19999999999999998,0.06,0.0006919075092255491
0.19999999999999998,0.08,0.0007091886881903963
0.19999999999999998,0.1,0.0007319710949159427
0.19999999999999998,0.12000000000000001,0.0007621730227739778
0.19999999999999998,0.14,0.0008025139673962324
0.19999999999999998,0.16,0.0008569371468919395
0.19999999999999998,0.18,0.0009313112205678416
0.19999999999999998,0.19999999999999998,0.001034634486582159
0.19999999999999998,0.21999999999999997,0.0011811754092307218
0.19999999999999998,0.23999999999999996,0.001394424511638875
0.19999999999999998,0.25999999999999995,0.001714693777010063
0.19999999999999998,0.27999999999999997,0.002214378979564415
0.19999999999999998,0.3,0.0030300420024764016
0.19999999999999998,0.32,0.004433055460681248
0.19999999999999998,0.34,0.0069922535327904866
0.19999999999999998,0.36000000000000004,0.011962646712976343
0.19999999999999998,0.38000000000000006,0.02223164011808025
0.19999999999999998,0.4000000000000001,0.04455775878047987
0.19999999999999998,0.4200000000000001,0.09409269938163173
0.19999999999999998,0.4400000000000001,0.19874704941460214
0.19999999999999998,0.46000000000000013,0.38387132573776156
0.19999999999999998,0.48000000000000015,0.6162235925527813
0.19999999999999998,0.5000000000000001,0.8050352556254706
0.19999999999999998,0.5200000000000001,0.9115328671187696
0.19999999999999998,0.5400000000000001,0.960531530679445
0.19999999999999998,0.5600000000000002,0.9816050238810873
0.19999999999999998,0.5800000000000002,0.9907617700765853
0.19999999999999998,0.6000000000000002,0.9949332258498557
0.19999999999999998,0.6200000000000002,0.9969556057705391
0.19999999999999998,0.6400000000000002,0.9980018917881546
0.19999999999999998,0.6600000000000003,0.9985767590401646
0.19999999999999998,0.6800000000000003,0.9989087742966961
0.19999999999999998,0.7000000000000003,0.999107226751462
0.19999999999999998,0.7200000000000003,0.9992271399349361
0.19999999999999998,0.7400000000000003,0.9992974577209388
0.19999999999999998,0.7600000000000003,0.9993338489230054
0.19999999999999998,0.7800000000000004,0.9993447804518302
0.19999999999999998,0.8000000000000004,0.9993344905680333
0.19999999999999998,0.8200000000000004,0.9993044482451757
0.19999999999999998,0.8400000000000004,0.9992540122717731
0.19999999999999998,0.8600000000000004,0.9991806102555405
0.19999999999999998,0.8800000000000004,0.999079564584797
0.19999999999999998,0.9000000000000005,0.9989435815924467
0.19999999999999998,0.9200000000000005,0.99876183658936
0.19999999999999998,0.9400000000000005,0.9985184996779548
0.19999999999999998,0.9600000000000005,0.9981904298933032
0.19999999999999998,0.9800000000000005,0.9977435887289018
0.21999999999999997,0,0.0006691428138974408
0.21999999999999997,0.02,0.0006793197104541173
0.21999999999999997,0.04,0.0006926518469610885
0.21999999999999997,0.06,0.0007101620484165373
0.21999999999999997,0.08,0.0007332509373587202
0.21999999999999997,0.1,0.0007638679712419818
0.21999999999999997,0.12000000000000001,0.0008047795618482406
0.21999999999999997,0.14,0.0008600015793956275
0.21999999999999997,0.16,0.0009355187267972315
0.21999999999999997,0.18,0.001040521018387372
0.21999999999999997,0.19999999999999998,0.001189605489593518
0.21999999999999997,0.21999999999999997,0.0014068486153034712
0.21999999999999997,0.23999999999999996,0.0017336531127396596
0.21999999999999997,0.25999999999999995,0.002244540494145184
0.21999999999999997,0.27999999999999997,0.0030804208025096056
0.21999999999999997,0.3,0.00452201192429011
0.21999999999999997,0.32,0.007159216006053504
0.21999999999999997,0.34,0.012296489342355887
0.21999999999999997,0.36000000000000004,0.022939661354755024
0.21999999999999997,0.38000000000000006,0.046122698632170375
0.21999999999999997,0.4000000000000001,0.09754127896421924
0.21999999999999997,0.4200000000000001,0.2056350686103365
0.21999999999999997,0.4400000000000001,0.39446055995871365
0.21999999999999997,0.46000000000000013,0.6268401803145194
0.21999999999999997,0.48000000000000015,0.8119086931057823
0.21999999999999997,0.5000000000000001,0.9148929067002718
0.21999999999999997,0.5200000000000001,0.9619971851217053
0.21999999999999997,0.5400000000000001,0.9822367378347975
0.21999999999999997,0.5600000000000002,0.9910446920115334
0.21999999999999997,0.5800000000000002,0.9950678681970095
0.21999999999999997,0.6000000000000002,0.9970242249018368
0.21999999999999997,0.6200000000000002,0.9980393287718844
0.21999999999999997,0.6400000000000002,0.9985985103864026
0.21999999999999997,0.6600000000000003,0.9989221223119146
0.21999999999999997,0.6800000000000003,0.9991157884150592
0.21999999999999997,0.7000000000000003,0.9992328076200173
0.21999999999999997,0.7200000000000003,0.9993012675577265
0.21999999999999997,0.7400000000000003,0.9993363882723011
0.21999999999999997,0.7600000000000003,0.9993463876518471
0.21999999999999997,0.7800000000000004,0.9993353562901666
0.21999999999999997,0.8000000000000004,0.9993046676310078
0.21999999999999997,0.8200000000000004,0.9992536106838682
0.21999999999999997,0.8400000000000004,0.9991795533094391
0.21999999999999997,0.8600000000000004,0.9990777570656615
0.21999999999999997,0.8800000000000004,0.9989408563970427
0.21999999999999997,0.9000000000000005,0.9987579323141155
0.21999999999999997,0.9200000000000005,0.9985130229546996
0.21999999999999997,0.9400000000000005,0.9981827953171793
0.21999999999999997,0.9600000000000005,0.997732924402635
0.21999999999999997,0.9800000000000005,0.9971124458163292
0.23999999999999996,0,0.0006798984381778699
0.23999999999999996,0.02,0.0006934056632048964
0.23999999999999996,0.04,0.0007111480170678786
0.23999999999999996,0.06,0.0007345477357431853
0.23999999999999996,0.08,0.0007655860317932253
0.23999999999999996,0.1,0.0008070771838617829
0.23999999999999996,0.12000000000000001,0.0008631112905185504
0.23999999999999996,0.14,0.0009397917977595776
0.23999999999999996,0.16,0.0010465052232378985
0.23999999999999996,0.18,0.0011981859875502736
0.23999999999999996,0.19999999999999998,0.0014195134138095175
0.23999999999999996,0.21999999999999997,0.0017530147692038638
0.23999999999999996,0.23999999999999996,0.002275408118795177
0.23999999999999996,0.25999999999999995,0.003132107000162345
0.23999999999999996,0.27999999999999997,0.004613531011491225
0.23999999999999996,0.3,0.0073315007064845925
0.23999999999999996,0.32,0.01264199433780203
0.23999999999999996,0.34,0.02367425006694594
0.23999999999999996,0.36000000000000004,0.04774823944555324
0.23999999999999996,0.38000000000000006,0.10111634481056626
0.23999999999999996,0.4000000000000001,0.21271737758030862
0.23999999999999996,0.4200000000000001,0.40516377387462893
0.23999999999999996,0.4400000000000001,0.6373350109510957
0.23999999999999996,0.46000000000000013,0.8185846935354713
0.23999999999999996,0.48000000000000015,0.9181277895455638
0.23999999999999996,0.5000000000000001,0.9634047886588881
0.23999999999999996,0.5200000000000001,0.9828439598517922
